,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumStorePurchases,kmeans_cluster,agglomerative_cluster,dbscan_cluster
1238,28691.0,1,0,5,4,13,8,0,4,1,3,0,1,6
1239,44213.0,1,1,95,11,35,0,4,7,2,5,0,1,7
1240,25707.0,1,0,1,6,2,3,6,3,1,3,0,1,6
1241,59062.0,2,1,46,1,12,3,0,9,2,3,0,1,6
1242,76624.0,0,1,411,106,147,54,115,66,5,7,1,2,58
1243,66000.0,0,0,244,51,270,101,0,45,1,5,1,0,-1
1244,27683.0,1,0,152,9,121,12,12,45,6,4,0,1,1
1245,1730.0,0,0,1,1,3,1,1,1,0,0,0,1,5
1246,7500.0,1,0,10,17,18,8,26,40,3,2,0,1,0
1247,40521.0,1,1,12,0,5,0,0,4,0,2,0,1,0
1248,20427.0,1,0,5,0,4,0,0,1,1,2,0,1,0
1249,65106.0,0,1,790,19,133,12,0,19,8,13,1,2,-1
1250,69969.0,0,0,882,29,514,38,29,44,4,6,1,0,-1
1251,67433.0,0,2,615,28,259,12,48,30,6,13,1,2,22
1252,77766.0,0,1,1004,59,265,115,59,27,11,11,1,2,37
1253,74716.0,0,1,133,27,421,13,195,71,7,5,1,0,-1
1254,68118.0,0,1,595,23,123,10,23,154,8,4,1,2,46
1255,55158.0,1,1,293,0,87,4,11,23,7,5,0,1,7
1256,62972.0,0,1,313,15,47,20,0,192,7,3,0,1,-1
1257,74190.0,0,1,151,81,86,168,91,64,4,11,1,2,-1
1258,39356.0,1,1,15,0,2,0,0,6,1,2,0,1,0
1259,76653.0,0,0,736,63,946,219,189,126,4,11,1,0,-1
1260,35860.0,1,1,15,0,8,4,2,20,1,2,0,1,0
1261,90687.0,0,0,982,17,672,23,34,51,6,8,1,0,-1
1262,73450.0,0,0,1142,51,415,90,69,37,7,11,1,2,-1
1263,31454.0,1,1,28,0,11,0,0,9,2,3,0,1,6
1264,47139.0,1,1,46,0,12,0,2,23,2,2,0,1,0
1265,83829.0,0,0,897,161,430,186,161,27,4,6,1,0,-1
1266,53378.0,1,1,489,6,152,8,6,132,9,6,1,2,40
1267,19656.0,1,0,25,4,9,6,8,32,2,3,0,1,6
1268,45579.0,0,1,145,1,33,2,1,1,4,4,0,1,1
1269,85485.0,0,0,630,26,611,44,18,54,6,6,1,0,-1
1270,55956.0,0,0,760,38,104,50,9,38,7,4,1,2,-1
1271,64191.0,0,1,420,15,186,151,38,15,5,13,1,2,-1
1272,38808.0,1,0,125,17,52,3,19,30,5,4,0,1,1
1273,57183.0,1,1,464,5,64,7,0,70,9,7,1,2,4
1274,23748.0,1,0,6,6,29,12,15,8,2,3,0,1,6
1275,66303.0,0,1,1090,12,96,16,12,60,3,11,1,2,-1
1276,37368.0,1,0,3,2,11,2,2,10,1,2,0,1,0
1277,40800.0,1,2,24,0,27,8,30,10,3,3,0,1,6
1278,71847.0,0,0,737,21,106,55,63,210,6,9,1,2,21
1279,46149.0,0,1,254,6,71,4,0,27,5,7,0,2,4
1280,78687.0,0,0,817,185,687,145,55,241,4,8,1,0,-1
1281,49118.0,0,0,620,54,239,99,98,119,9,10,1,2,-1
1282,37633.0,1,1,13,4,20,0,0,1,1,3,0,1,6
1283,39767.0,0,0,113,61,204,34,26,47,7,7,0,2,-1
1284,26997.0,0,0,7,23,78,133,49,144,4,5,0,1,26
1285,33986.0,1,0,16,2,18,2,1,5,1,3,0,1,6
1286,57091.0,0,1,462,0,24,6,0,4,9,5,0,2,-1
1287,46831.0,1,1,22,2,10,6,4,34,1,2,0,1,0
1288,83151.0,0,0,968,147,842,137,42,210,5,10,1,0,47
1289,52531.0,0,0,283,112,151,51,72,125,7,10,1,2,12
1290,15759.0,0,0,1,2,5,6,0,3,1,2,0,1,0
1291,22804.0,1,0,14,1,7,2,1,1,2,2,0,1,0
1292,43050.0,1,0,30,5,24,6,3,8,2,4,0,1,1
1293,42997.0,1,1,4,0,5,0,1,5,1,2,0,1,0
1294,48918.0,1,1,52,0,9,0,0,1,1,4,0,1,1
1295,60033.0,0,1,62,1,57,19,11,48,2,5,0,1,7
1296,34043.0,1,0,20,2,14,3,0,10,2,2,0,1,0
1297,57811.0,0,1,545,7,114,37,21,78,7,11,1,2,65
1298,78569.0,0,0,558,79,622,207,175,95,4,4,1,0,-1
1299,7500.0,1,1,6,5,4,13,4,25,2,3,0,1,6
1300,157733.0,1,0,39,1,9,2,0,8,1,1,1,0,-1
1301,94384.0,0,0,1111,24,790,160,45,172,5,5,1,0,-1
1302,23148.0,0,0,4,6,8,6,3,10,2,3,0,1,6
1303,44267.0,1,1,183,5,65,3,5,49,5,4,0,1,1
1304,71626.0,0,0,546,72,376,94,145,72,5,8,1,0,36
1305,60894.0,0,1,606,7,155,10,0,54,10,8,1,2,16
1306,50200.0,1,1,266,6,51,8,6,64,7,5,0,1,7
1307,81051.0,0,0,1142,29,249,38,29,14,5,12,1,2,-1
1308,65169.0,0,0,1074,0,69,0,0,46,10,13,1,2,-1
1309,59868.0,0,1,771,51,154,54,10,154,11,12,1,2,-1
1310,65695.0,0,1,371,32,189,0,58,6,5,10,1,2,12
1311,64857.0,0,0,556,14,717,210,0,43,7,10,1,0,-1
1312,45143.0,0,1,202,5,74,11,5,14,6,5,0,1,7
1313,74805.0,0,1,209,162,209,41,162,37,4,10,1,2,12
1314,59060.0,1,0,35,40,111,36,40,12,3,7,0,1,4
1315,27238.0,1,1,37,0,17,0,0,3,3,3,0,1,6
1316,47009.0,0,1,171,45,73,59,10,90,3,8,0,2,16
1317,46094.0,1,1,12,2,20,3,2,5,1,3,0,1,6
1318,40321.0,1,1,44,4,21,6,0,27,3,3,0,1,6
1319,37235.0,1,0,20,2,9,4,6,20,1,2,0,1,0
1320,81843.0,0,0,779,86,537,34,69,138,5,12,1,0,-1
1321,46692.0,0,1,170,6,97,24,12,88,6,5,0,1,7
1322,77382.0,0,1,491,48,231,112,105,134,5,12,1,2,59
1323,37774.0,2,0,173,8,107,7,2,176,7,3,0,1,6
1324,18393.0,1,0,7,10,13,16,0,4,3,3,0,1,6
1325,72828.0,0,1,1205,0,235,19,14,205,6,13,1,2,43
1326,24711.0,0,0,10,7,25,6,3,7,3,3,0,1,6
1327,45503.0,1,0,97,4,44,6,1,18,3,4,0,1,1
1328,6560.0,0,0,67,11,26,4,3,262,1,1,0,1,51
1329,71604.0,0,0,345,53,528,98,75,97,8,5,1,0,-1
1330,27244.0,1,0,6,5,17,3,24,46,2,2,0,1,0
1331,48752.0,1,1,73,57,100,71,15,0,6,5,0,1,7
1332,71434.0,0,1,711,36,217,172,96,168,7,7,1,0,54
1333,90842.0,0,0,774,70,118,182,187,93,4,13,1,2,-1
1334,88097.0,1,0,163,0,480,0,126,75,6,8,1,0,-1
1335,51948.0,0,1,82,33,54,71,30,41,5,4,0,1,1
1336,71853.0,0,0,358,108,413,141,97,32,2,6,1,0,15
1337,35876.0,0,0,66,2,40,4,3,14,3,3,0,1,6
1338,40049.0,0,1,13,6,7,0,3,3,1,3,0,1,6
1339,39660.0,1,0,139,13,78,20,13,36,7,3,0,1,6
1340,50127.0,0,1,274,0,21,4,6,15,5,6,0,2,2
1341,43263.0,0,1,262,6,61,0,10,102,5,6,0,1,2
1342,62845.0,1,1,1099,0,45,0,0,34,3,10,1,2,-1
1343,18929.0,0,0,32,0,8,23,4,18,1,4,0,1,1
1344,24367.0,1,0,2,4,2,0,11,5,1,2,0,1,0
1345,33249.0,1,0,6,10,21,19,14,42,2,3,0,1,6
1346,26887.0,0,1,6,7,4,3,4,6,1,3,0,1,6
1347,50150.0,0,0,135,46,92,65,61,11,5,7,0,1,4
1348,62061.0,0,1,641,7,84,0,30,38,10,7,1,2,60
1349,85696.0,0,0,714,76,395,116,0,12,4,9,1,0,-1
1350,76542.0,0,0,794,73,573,0,29,14,4,10,1,0,29
1351,70515.0,0,0,420,0,452,182,64,140,6,4,1,0,-1
1352,18227.0,1,0,1,2,7,4,3,11,0,2,0,1,0
1353,69139.0,0,1,86,12,75,33,15,6,4,5,0,1,7
1354,69109.0,0,0,823,25,459,124,29,95,6,7,1,0,-1
1355,69627.0,0,1,231,161,215,171,30,53,8,11,1,2,-1
1356,38136.0,1,0,8,15,27,0,20,33,3,2,0,1,0
1357,62159.0,0,0,182,17,259,77,70,29,6,10,1,2,27
1358,80695.0,0,0,557,129,984,193,37,18,5,5,1,0,-1
1359,33316.0,1,1,79,1,31,4,4,12,2,4,0,1,1
1360,58554.0,1,1,368,24,68,38,0,88,8,6,0,2,2
1361,17256.0,1,0,6,4,14,8,8,22,2,2,0,1,0
1362,53034.0,1,1,160,15,196,15,11,50,6,7,0,2,4
1363,52203.0,0,0,488,21,238,56,108,28,8,11,1,2,-1
1364,59601.0,0,1,691,7,69,0,7,23,2,7,1,2,60
1365,75154.0,0,1,543,10,205,160,143,82,6,6,1,0,-1
1366,47025.0,0,1,254,7,108,20,0,26,6,5,0,1,7
1367,37971.0,1,0,5,4,10,2,2,7,1,3,0,1,6
1368,41335.0,1,0,112,19,21,16,14,5,4,4,0,1,1
1369,67267.0,0,1,134,11,59,15,2,30,3,5,0,1,7
1370,57338.0,0,1,143,6,52,11,8,17,4,5,0,1,7
1371,50523.0,1,1,51,4,24,4,7,1,2,4,0,1,1
1372,35791.0,2,1,27,0,5,0,0,3,1,3,0,1,6
1373,50611.0,0,1,459,0,24,6,0,4,4,7,0,2,4
1374,56242.0,0,1,689,8,167,11,8,88,8,11,1,2,-1
1375,48904.0,0,1,283,10,38,0,13,27,7,4,0,1,1
1376,56243.0,1,2,347,0,35,4,3,7,4,8,1,2,16
1377,21355.0,1,0,5,13,14,0,5,31,2,2,0,1,0
1378,57420.0,0,1,280,0,18,0,0,24,5,6,0,1,2
1379,51741.5,0,1,187,5,65,26,20,14,4,6,0,1,2
1380,46390.0,0,1,95,14,64,2,9,38,4,3,0,1,6
1381,54342.0,1,1,84,10,34,11,10,28,3,4,0,1,1
1382,51741.5,1,1,19,4,12,2,2,6,1,3,0,1,6
1383,51741.5,1,1,5,1,9,2,0,4,1,2,0,1,0
1384,20895.0,1,0,18,3,17,3,0,4,2,3,0,1,6
1385,92344.0,0,0,992,24,694,51,19,119,5,5,1,0,-1
1386,51741.5,1,0,25,1,13,0,0,3,1,3,0,1,6
1387,26907.0,1,1,9,1,7,0,3,2,1,3,0,1,6
1388,44964.0,1,1,19,1,17,2,0,2,1,3,0,1,6
1389,75507.0,0,0,709,93,374,104,80,80,8,6,1,0,-1
1390,53761.0,1,1,158,0,76,13,7,71,4,3,0,1,6
1391,22682.0,1,0,10,14,29,4,2,36,2,4,0,1,1
1392,38887.0,1,0,25,1,13,0,0,3,1,3,0,1,6
1393,41658.0,1,1,8,4,12,15,4,29,1,2,0,1,0
1394,29791.0,1,0,14,0,6,0,0,0,2,3,0,1,6
1395,63915.0,0,2,622,7,115,30,0,15,6,12,1,2,23
1396,39996.0,1,1,11,0,3,0,0,1,1,2,0,1,0
1397,26759.0,1,0,25,3,16,8,5,2,2,3,0,1,6
1398,63841.0,0,1,635,15,100,20,7,131,9,9,1,2,21
1399,51039.0,1,1,100,64,79,65,0,109,6,4,0,1,1
1400,60544.0,1,1,201,2,43,3,5,35,5,5,0,1,7
1401,65685.0,0,1,642,14,49,0,7,57,9,9,1,2,21
1402,37716.0,0,1,97,1,41,6,2,41,4,3,0,1,6
1403,36864.0,0,1,204,5,39,17,0,89,5,4,0,1,1
1404,44511.0,1,0,513,7,133,46,14,14,8,8,1,2,-1
1405,36947.0,1,1,88,3,21,4,1,29,3,4,0,1,1
1406,47352.0,0,1,172,12,112,8,0,15,6,5,0,1,7
1407,67087.0,0,1,329,35,222,130,35,43,7,8,1,2,-1
1408,57045.0,0,1,296,13,104,11,13,17,4,9,1,2,9
1409,36957.0,1,1,100,2,16,2,1,31,3,2,0,1,0
1410,69389.0,0,1,422,7,238,69,46,15,7,12,1,2,30
1411,80134.0,1,0,1218,16,272,104,0,80,5,6,1,0,-1
1412,43142.0,1,1,5,1,7,2,1,4,1,2,0,1,0
1413,80589.0,0,0,507,93,520,242,40,26,5,5,1,0,11
1414,34412.0,1,0,52,12,50,4,36,55,5,3,0,1,6
1415,57537.0,1,0,191,56,139,51,8,100,4,8,1,2,16
1416,22634.0,0,0,2,23,11,8,6,46,2,2,0,1,0
1417,51315.0,0,0,68,28,39,16,30,41,2,5,0,1,7
1418,36026.0,2,1,20,4,10,6,4,17,2,3,0,1,6
1419,24639.0,1,1,20,3,16,0,4,1,2,4,0,1,1
1420,34578.0,2,1,7,0,1,0,0,0,1,2,0,1,0
1421,65704.0,0,0,279,172,74,38,8,246,2,10,1,2,12
1422,63810.0,0,1,977,12,253,16,12,101,4,12,1,2,-1
1423,54132.0,0,1,30,1,8,0,0,3,1,3,0,1,6
1424,18690.0,0,0,6,1,7,23,4,19,1,2,0,1,0
1425,28164.0,1,0,3,18,26,11,8,12,2,4,0,1,1
1426,34596.0,1,0,14,0,2,0,0,7,1,2,0,1,0
1427,43269.0,1,0,10,1,7,0,0,1,1,2,0,1,0
1428,38741.0,1,1,7,10,17,8,6,13,2,3,0,1,6
1429,31907.0,0,0,33,87,64,175,16,74,6,6,0,1,33
1430,27100.0,1,0,12,0,13,2,0,10,1,3,0,1,6
1431,31163.0,1,0,2,3,10,11,2,10,1,3,0,1,6
1432,92533.0,0,0,693,21,118,110,147,42,6,11,1,2,-1
1433,34853.0,1,1,9,3,15,2,3,2,2,3,0,1,6
1434,70844.0,1,1,129,26,67,3,67,2,6,5,0,1,7
1435,31086.0,1,1,16,2,11,3,0,16,1,2,0,1,0
1436,60544.0,1,1,201,2,43,3,5,35,5,5,0,1,7
1437,20491.0,0,0,5,4,5,4,2,10,0,2,0,1,0
1438,42523.0,0,0,14,36,11,3,26,35,1,4,0,1,1
1439,39922.0,1,0,29,12,59,19,1,36,3,4,0,1,1
1440,33402.0,1,1,26,2,19,10,5,8,2,3,0,1,6
1441,36408.0,1,1,9,1,4,3,2,3,1,2,0,1,0
1442,21645.0,1,0,14,0,23,4,5,19,3,3,0,1,6
1443,78427.0,0,0,972,19,595,180,26,138,3,10,1,0,-1
1444,82657.0,0,0,966,168,672,246,105,126,7,10,1,0,-1
1445,51876.0,0,0,99,27,102,28,48,6,2,8,0,2,16
1446,78041.0,0,0,482,35,553,72,160,17,4,9,1,0,-1
1447,52852.0,0,1,714,8,99,11,0,47,10,5,1,2,-1
1448,70038.0,0,0,587,54,348,71,54,130,4,8,1,0,36
1449,69401.0,0,1,399,27,159,58,8,39,4,5,1,0,-1
1450,46053.0,1,0,56,10,92,19,7,25,3,4,0,1,1
1451,77343.0,0,0,227,151,573,98,54,31,3,9,1,0,24
1452,73892.0,0,0,703,102,601,0,58,43,3,8,1,0,-1
1453,40304.0,1,0,37,0,17,0,0,3,2,3,0,1,6
1454,32727.0,0,0,167,13,180,86,13,70,7,5,0,1,-1
1455,68695.0,0,0,458,81,356,106,50,40,4,7,1,0,-1
1456,43300.0,0,1,91,3,52,2,1,31,4,4,0,1,1
1457,26290.0,1,1,15,8,16,11,5,22,2,4,0,1,1
1458,93790.0,0,0,1302,68,731,89,114,45,6,12,1,0,-1
1459,38410.0,0,0,153,64,123,116,64,14,5,9,0,2,-1
1460,64866.0,0,1,508,5,21,7,5,10,7,7,1,2,4
1461,57957.0,0,1,290,59,177,77,5,29,4,8,1,2,16
1462,46015.0,1,1,38,0,2,0,0,6,1,3,0,1,6
1463,16531.0,1,0,2,13,6,7,5,11,3,3,0,1,6
1464,28072.0,1,0,30,0,10,2,0,5,1,3,0,1,6
1465,49476.0,0,1,386,23,95,54,41,196,2,5,0,2,-1
1466,50725.0,0,1,443,10,75,0,10,48,8,8,1,2,16
1467,83844.0,0,0,901,31,345,75,31,191,4,11,1,2,49
1468,41145.0,1,1,9,0,3,0,0,1,0,3,0,1,6
1469,67419.0,0,1,846,84,352,91,56,42,9,8,1,0,-1
1470,23162.0,1,1,8,3,9,19,4,22,1,3,0,1,6
1471,34380.0,1,0,72,7,58,13,1,24,4,3,0,1,6
1472,34704.0,0,1,29,0,5,0,1,5,1,3,0,1,6
1473,94871.0,0,2,169,24,553,188,0,144,8,4,1,0,-1
1474,65148.0,0,1,460,35,422,33,12,153,6,7,1,0,-1
1475,39898.0,0,1,69,8,26,12,7,12,3,4,0,1,1
1476,64857.0,0,0,556,14,717,210,0,43,7,10,1,0,-1
1477,59892.0,0,1,73,0,13,0,1,0,2,3,0,1,6
1478,41020.0,0,0,112,1,54,7,7,36,3,4,0,1,1
1479,57072.0,0,1,944,0,60,0,0,30,7,13,1,2,-1
1480,60474.0,0,1,265,199,303,234,9,170,10,12,1,2,30
1481,62807.0,0,1,526,28,135,10,21,99,5,12,1,2,23
1482,19414.0,1,0,2,3,12,3,5,7,1,3,0,1,6
1483,19107.0,1,0,2,4,9,10,5,16,1,3,0,1,6
1484,75484.0,0,1,378,97,259,197,194,34,7,6,1,0,-1
1485,70379.0,0,1,553,25,142,65,67,8,6,13,1,2,22
1486,79419.0,0,0,751,127,687,20,15,31,4,4,1,0,-1
1487,64014.0,2,1,406,0,30,0,0,8,8,5,0,2,61
1488,76998.0,0,1,1449,89,161,69,35,107,11,8,1,0,-1
1489,49854.0,1,0,123,17,171,39,0,30,6,5,0,1,7
1490,60585.0,1,1,267,42,309,55,42,21,7,9,1,2,-1
1491,42873.0,1,1,209,0,40,3,2,15,6,4,0,1,1
1492,87679.0,0,0,1259,172,815,97,148,33,7,10,1,0,-1
1493,57867.0,1,0,344,35,178,15,23,17,7,9,1,2,9
1494,35765.0,1,0,22,3,30,0,5,15,2,4,0,1,1
1495,65492.0,0,0,247,161,295,210,85,47,4,13,1,2,-1
1496,32952.0,1,0,38,0,12,3,1,1,2,3,0,1,6
1497,53374.0,0,1,896,10,101,13,10,34,4,9,1,2,8
1498,71706.0,0,1,931,56,253,91,98,14,9,7,1,0,-1
1499,68487.0,0,0,758,12,385,33,89,89,9,13,1,2,62
1500,53253.0,1,1,216,9,57,20,9,125,4,5,0,1,7
1501,31163.0,1,0,2,3,10,11,2,10,1,3,0,1,6
1502,42014.0,1,0,244,15,108,4,15,50,7,6,0,1,2
1503,54108.0,1,1,539,6,91,8,6,97,8,9,1,2,21
1504,49667.0,0,0,1181,26,120,17,13,39,5,5,1,0,-1
1505,63206.0,0,0,750,8,125,11,8,26,4,6,1,2,-1
1506,57136.0,1,1,306,5,109,21,109,92,5,10,1,2,12
1507,46772.0,0,1,350,104,189,197,151,57,11,5,0,2,10
1508,78931.0,0,0,331,197,170,58,152,35,2,13,1,2,-1
1509,53977.0,0,1,620,16,165,0,24,82,5,12,1,2,39
1510,84219.0,0,0,434,137,400,45,137,45,3,10,1,0,48
1511,46098.0,1,1,57,0,27,0,0,36,3,2,0,1,0
1512,73538.0,0,1,811,76,428,99,137,107,10,9,1,0,-1
1513,79529.0,0,0,423,42,706,73,197,197,4,9,1,0,-1
1514,20981.0,0,0,2,12,10,6,13,30,3,2,0,1,0
1515,51766.0,1,0,60,51,87,6,20,51,4,4,0,1,1
1516,55759.0,0,1,675,0,85,10,7,77,10,8,1,2,-1
1517,33039.0,1,0,30,8,12,8,8,12,2,4,0,1,1
1518,37787.0,1,0,40,1,40,4,3,18,3,3,0,1,6
1519,27242.0,1,0,3,17,26,20,1,39,2,3,0,1,6
1520,87188.0,0,0,910,111,724,49,74,55,10,6,1,0,-1
1521,69930.0,0,0,252,98,827,219,70,196,4,12,1,0,-1
1522,37697.0,1,0,34,6,21,11,4,8,2,3,0,1,6
1523,37401.0,1,0,19,3,19,3,1,3,2,3,0,1,6
1524,3502.0,1,0,2,1,1,0,0,1,0,0,0,1,5
1525,58597.0,1,1,490,0,184,10,28,21,7,9,1,2,21
1526,82032.0,0,0,332,194,377,149,125,57,4,7,1,0,53
1527,28087.0,1,1,53,8,17,13,0,21,2,2,0,1,0
1528,74004.0,0,0,784,48,560,42,176,48,4,4,1,0,57
1529,19740.0,0,1,7,11,3,10,4,20,1,3,0,1,6
1530,57036.0,0,1,1171,43,219,19,14,47,6,13,1,2,-1
1531,53083.0,1,1,215,7,33,3,0,13,5,5,0,1,7
1532,69283.0,0,1,674,62,134,0,26,8,7,13,1,2,-1
1533,46098.0,1,1,57,0,27,0,0,36,3,2,0,1,0
1534,23331.0,1,0,5,36,7,0,10,45,3,3,0,1,6
1535,23331.0,1,0,104,20,101,24,15,5,5,5,0,1,-1
1536,9255.0,1,0,9,0,7,2,0,4,1,2,0,1,0
1537,67786.0,0,0,431,82,441,80,20,102,3,6,1,0,15
1538,71969.0,0,1,1000,0,76,0,0,10,3,9,1,2,-1
1539,59235.0,1,0,448,40,469,80,0,91,11,12,1,0,-1
1540,31928.0,1,0,33,4,24,4,2,5,3,4,0,1,1
1541,74881.0,1,1,505,72,270,36,27,54,9,12,1,2,59
1542,65819.0,0,0,267,38,701,149,165,63,5,10,1,0,-1
1543,51411.0,1,2,14,0,3,0,0,1,0,3,0,1,6
1544,51983.0,0,1,631,0,115,10,7,30,9,10,1,2,-1
1545,42386.0,1,0,65,4,16,0,4,11,3,3,0,1,6
1546,30390.0,0,0,10,12,12,25,1,20,2,3,0,1,6
1547,30983.0,0,0,51,4,50,12,1,49,4,3,0,1,6
1548,66033.0,0,1,293,35,179,46,59,65,8,7,1,2,-1
1549,37284.0,1,1,11,1,2,2,1,6,0,3,0,1,6
1550,57530.0,0,1,50,1,27,6,7,1,1,4,0,1,1
1551,76800.0,0,0,173,26,255,35,71,81,4,7,1,2,-1
1552,63943.0,0,1,423,184,368,13,97,21,6,6,1,0,15
1553,76081.0,0,0,292,30,415,63,33,200,4,4,1,0,-1
1554,67445.0,0,1,757,80,217,29,80,11,9,12,1,2,44
1555,37054.0,1,1,12,1,6,0,1,5,1,3,0,1,6
1556,47175.0,1,1,167,2,44,6,2,19,4,4,0,1,1
1557,31859.0,1,0,3,1,3,8,0,5,1,2,0,1,0
1558,27215.0,2,1,30,5,22,8,9,28,2,4,0,1,1
1559,70179.0,0,1,532,88,168,69,44,133,7,13,1,2,22
1560,39922.0,1,0,29,12,59,19,1,36,3,4,0,1,1
1561,49681.0,0,2,411,0,26,0,0,21,7,7,0,2,4
1562,24645.0,1,0,5,3,4,4,1,0,1,2,0,1,0
1563,79865.0,0,1,71,99,278,185,121,38,5,5,1,0,-1
1564,44322.0,1,0,46,0,40,3,0,3,3,3,0,1,6
1565,47958.0,0,1,268,11,88,15,3,22,6,5,0,1,7
1566,63972.0,0,1,928,63,254,0,12,12,5,10,1,2,-1
1567,75315.0,0,1,459,15,171,142,23,31,5,12,1,2,59
1568,55517.0,1,1,483,0,108,0,6,36,11,6,1,2,40
1569,75283.0,1,2,733,9,180,12,19,66,6,5,1,0,-1
1570,82800.0,0,0,1006,22,115,59,68,45,7,12,1,2,-1
1571,38998.0,1,1,34,1,14,0,0,5,2,3,0,1,6
1572,90638.0,0,0,1156,120,915,94,144,96,3,10,1,0,-1
1573,27161.0,1,0,7,4,23,7,0,11,1,3,0,1,6
1574,42014.0,1,0,244,15,108,4,15,50,7,6,0,1,2
1575,38201.0,0,1,233,0,23,0,0,12,5,5,0,1,7
1576,45203.0,2,0,35,3,67,10,8,24,3,3,0,1,6
1577,81574.0,0,0,1252,0,465,46,35,0,4,8,1,0,-1
1578,34935.0,0,0,34,4,66,3,10,20,2,4,0,1,1
1579,60482.0,0,1,255,43,134,37,14,24,7,7,1,2,4
1580,34633.0,2,1,8,1,5,0,0,1,1,2,0,1,0
1581,78093.0,0,0,368,32,639,13,43,10,4,5,1,0,-1
1582,82460.0,0,0,255,47,573,52,32,15,5,6,1,0,-1
1583,45903.0,0,1,33,8,10,2,10,3,2,3,0,1,6
1584,81361.0,0,0,163,23,424,27,65,76,3,13,1,0,17
1585,35860.0,1,1,15,0,8,4,2,20,1,2,0,1,0
1586,40442.0,1,1,45,12,52,25,22,13,3,4,0,1,1
1587,61482.0,0,0,48,58,68,16,66,43,3,6,0,1,2
1588,34968.0,1,0,158,6,45,8,2,2,3,5,0,1,7
1589,75794.0,0,0,754,160,625,63,32,48,7,12,1,0,-1
1590,31497.0,0,1,108,1,28,13,1,4,3,4,0,1,1
1591,74268.0,0,0,199,66,315,97,174,41,4,5,1,0,50
1592,13724.0,1,0,2,7,5,2,15,27,2,2,0,1,0
1593,45143.0,0,1,202,5,74,11,5,14,6,5,0,1,7
1594,52569.0,0,1,85,0,3,0,0,7,2,4,0,1,1
1595,48432.0,0,1,322,3,50,4,3,42,7,6,0,2,2
1596,17144.0,1,1,18,2,19,0,2,6,3,4,0,1,1
1597,36108.0,1,0,141,8,129,3,11,47,7,4,0,1,1
1598,76445.0,1,0,739,107,309,140,80,35,2,13,1,2,-1
1599,36663.0,1,0,18,0,6,3,3,5,1,3,0,1,6
1600,53843.0,0,1,378,0,88,19,4,73,8,3,0,1,-1
1601,90226.0,0,0,1083,108,649,253,151,108,4,12,1,0,-1
1602,70638.0,0,0,1016,12,215,16,12,63,4,10,1,2,-1
1603,44512.0,1,1,23,1,6,0,0,2,1,3,0,1,6
1604,27116.0,1,1,12,1,21,2,2,3,2,3,0,1,6
1605,54072.0,1,1,35,0,4,0,0,0,2,2,0,1,0
1606,71855.0,0,1,548,31,422,0,112,28,5,11,1,0,56
1607,51250.0,1,0,342,32,230,34,32,40,10,4,0,2,-1
1608,60432.0,0,1,365,3,15,4,3,11,7,5,0,2,61
1609,65526.0,0,1,397,19,69,12,0,9,4,8,1,2,16
1610,68655.0,0,0,456,19,832,75,118,38,4,11,1,0,-1
1611,12393.0,0,0,5,6,15,11,7,13,2,3,0,1,6
1612,64509.0,0,0,836,185,575,24,25,77,6,9,1,0,-1
1613,33955.0,1,0,100,2,128,23,7,10,5,5,0,1,7
1614,31353.0,1,1,10,0,10,3,1,7,1,2,0,1,0
1615,55434.0,1,0,238,115,215,169,69,76,5,13,1,2,-1
1616,28359.0,1,0,6,0,5,2,1,2,1,2,0,1,0
1617,57100.0,1,0,158,11,99,15,11,17,3,7,0,1,4
1618,69139.0,0,1,86,12,75,33,15,6,4,5,0,1,7
1619,52973.0,0,1,856,0,76,12,9,199,9,9,1,2,8
1620,51717.0,0,1,98,1,17,0,1,5,3,4,0,1,1
1621,18793.0,1,0,4,16,20,0,17,20,2,4,0,1,1
1622,66664.0,0,0,398,96,447,220,96,32,5,6,1,0,15
1623,50664.0,1,1,313,8,104,6,4,126,8,6,0,2,2
1624,54414.0,1,1,109,18,16,24,26,18,3,5,0,1,7
1625,54549.0,0,1,216,2,6,0,0,9,5,4,0,1,1
1626,47111.0,0,1,595,71,153,120,112,41,3,10,1,2,-1
1627,41003.0,0,0,123,133,142,71,44,88,6,8,0,2,25
1628,19444.0,1,0,16,0,23,3,2,10,4,2,0,1,0
1629,36301.0,1,0,11,12,35,3,5,12,3,3,0,1,6
1630,73059.0,0,1,410,112,420,0,82,71,9,13,1,0,38
1631,42731.0,1,0,159,2,51,6,2,24,4,5,0,1,7
1632,52854.0,1,1,105,0,10,0,1,0,2,4,0,1,1
1633,22775.0,1,0,5,1,8,0,0,1,1,2,0,1,0
1634,46681.0,0,2,269,15,69,15,19,38,4,4,0,1,1
1635,59821.0,0,1,629,0,70,0,0,35,11,7,1,2,60
1636,50002.0,0,1,443,5,71,21,16,82,8,7,0,2,4
1637,69755.0,0,0,217,77,373,111,23,93,3,12,1,0,63
1638,44078.0,1,1,24,1,10,2,0,4,2,3,0,1,6
1639,30560.0,1,0,9,1,5,4,5,7,1,3,0,1,6
1640,35924.0,1,1,8,0,14,2,3,7,1,3,0,1,6
1641,64140.0,0,2,1459,0,61,0,15,215,2,6,1,0,-1
